cluster,accountId,assists,boosts,dBNOs,dailyKills,dailyWins,damageDealt,days,headshotKills,heals,killPoints,kills,longestKill,longestTimeSurvived,losses,maxKillStreaks,mostSurvivalTime,rankPoints,rankPointsTitle,revives,rideDistance,roadKills,roundMostKills,roundsPlayed,suicides,swimDistance,teamKills,timeSurvived,top10s,vehicleDestroys,walkDistance,weaponsAcquired,weeklyKills,weeklyWins,winPoints,wins
4,account.9b231fda774f4d11b00b0484bd33c81b,87,493,213,8,0,31655.342,13,45,280,0,213,278.9697,1639,205,4,1639,0,,67,198650.73,1,8,212,3,147.56752,5,133090,74,1,168960.34,1140,32,1,0,13
3,account.43990a218305482bb30b395abbedaed6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,account.f5711663dc994bab95898eda3e3be808,98,531,169,1,0,27875.482,12,41,262,0,182,272.64273,1583,133,4,1583,0,,48,168046.6,0,7,137,0,1513.604,0,93358,59,6,94944.03,1277,4,1,0,6
4,account.868f44f374534148b6e2827e37085d48,292,1697,776,46,1,114805.6,43,127,1236,0,781,484.95282,1733,638,4,1733,0,,173,655475.94,1,22,649,8,743.01965,10,334740,153,11,309899.28,4400,180,3,0,19
1,account.1532a51b64104c089a027ad4c74bab18,1536,4432,5359,57,2,733157,64,959,3422,0,6003,343.9672,1620,3708,6,1620,0,,736,336027.03,0,16,3733,23,230.01497,33,991224,573,10,1209175.5,14898,132,2,0,64
2,account.df24ec13d312432b8813ee2f2ea8383b,35,253,69,3,0,11242.092,14,27,107,0,96,422.64914,1638,42,3,1638,0,,17,112228.53,2,7,49,2,311.02237,1,51949,32,3,53674.96,541,3,0,0,9
4,account.73d4c1a8b44d4c8d9b76ea6e01a01df2,6,39,6,7,1,1757.7173,1,1,18,0,7,41.762638,1545,15,2,1545,0,,3,9080.979,0,3,15,0,602.33527,0,11758,8,1,11854.575,106,7,1,0,1
3,account.6ad9e04f401347e8a1a74abb03e9b04e,72,474,200,0,0,30868.996,37,53,261,0,197,674.48065,1555,173,3,1555,0,,49,114995.43,2,9,175,4,143.38388,1,94898,43,3,106033.79,1074,2,0,0,4
4,account.56b1809b06c84e0c9805b6f45f813791,184,914,465,5,0,71695.19,32,114,639,0,440,618.93317,1723,254,4,1723,0,,110,393231.44,5,12,263,3,1129.0905,5,194818,112,11,230291.67,2263,5,0,0,18
3,account.e672f73b5c614b998edf313beddc6281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.dd1e77726caf4019a4e2eeed45ca2e81,229,1532,634,10,0,92307.734,47,151,851,0,622,368.86804,1654,397,4,1654,0,,152,545809.7,5,11,420,1,1049.2856,4,320071,177,14,412897.94,3145,76,6,0,27
4,account.8d917c29a90c46b1a3fe9f0d60bf993f,59,397,118,0,0,20085.764,18,29,388,0,103,532.00354,1564,116,4,1564,0,,54,208122.52,0,11,118,0,69.38684,1,95382,42,6,112646.84,962,0,0,0,2
2,account.ffbbe31f30bc46f1a76c4d5bc0268e35,149,614,435,3,0,64647.863,29,83,510,0,420,331.10062,1633,301,4,1633,0,,89,341587.16,2,9,316,5,917.6635,1,225800,168,6,311120.3,2370,28,0,0,21
4,account.9d35b30f18a946ea8b465b84f7915a3c,27,114,52,8,1,7134.705,6,11,125,0,53,290.4549,1548,42,3,1548,0,,10,42204.01,1,8,43,3,201.59357,0,30904,17,1,34766.445,353,8,1,0,2
3,account.9925376509b54ac8ab67d3ff102da2dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.eb4f31588ea146ec9678fdfad8d107b4,59,307,91,0,0,16006.158,15,19,251,0,112,403.2641,1648,104,3,1648,0,,43,141860.7,2,11,111,1,278.0215,1,98180,62,4,115543.05,921,0,0,0,11
4,account.fe30302da065438a93b28b9f23c5343d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.036db92bee2044b4b40bb85c34981797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.3093b88dcd744bec98cc7c02da49f62d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.0702fa96820a4f1fbdb053e176a18716,18,68,35,0,0,5364.8945,4,14,52,0,33,247.62682,1588,19,3,1588,0,,8,27852.273,0,6,19,0,0,0,11395,8,0,14651.428,133,0,0,0,2
3,account.db044eb4abc2420b9ffad2976b025524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.28ebb502ae3a4dc7a3373b48925fdd04,136,665,482,29,1,69459.12,34,106,680,0,540,157.59018,1443,406,5,1443,0,,99,40849.285,0,8,414,8,609.2372,5,160097,96,0,164782.5,1696,82,1,0,16
3,account.0d9329d9c1b1400d9493f2dbadb582c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.4c7767115c6f4dd6a0dab5ff88efe7dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.7a5cb12ff4734eadb58e9cb94cba762a,68,279,209,7,1,32727.275,10,55,316,0,206,248.75476,1551,169,3,1551,0,,55,57096.594,0,6,173,4,677.43243,1,93919,60,1,134448.23,1083,7,1,0,6
3,account.c90b7538eeee416ba9c49f31cec1d1e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,account.98d730df14b74deabd19c04e1e7e6e32,276,1811,869,37,3,134563.19,57,209,1065,0,883,385.4545,1716,565,6,1716,0,,159,339731.4,3,15,599,5,1702.384,1,369141,269,9,603385,3971,37,3,0,42
4,account.a2bf9c48bb3b4741abf1e33ad5ae938d,42,165,60,0,0,8233.666,6,15,163,0,62,131.00752,1578,66,2,1578,0,,27,87677.67,0,6,67,0,30.713928,1,36998,24,0,40400.58,398,0,0,0,4
3,account.91972b283b8740d3a7ae5068ec0b9354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.4ab17c76e90b40eca08bdc39575e1a95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.780eaeb7e2f8434e80c05dfd695fd10d,57,283,170,3,0,25487.062,11,35,219,0,175,570.4944,1708,100,4,1708,0,,30,135783.84,11,14,102,3,140.77618,1,75206,42,3,75607.54,578,3,0,0,4
3,account.83d4e052aead4baa86d508e3858bf090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.edd9ff9fe42e467dbe6e0c94faacde0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.22775634ac4a40f8bcf9bed5f7cc42bb,33,184,101,0,0,13582.154,14,20,189,0,100,404.6628,1623,69,3,1623,0,,21,96247.016,1,10,72,5,253.2844,2,51396,25,2,56268.184,535,0,0,0,5
2,account.9fd0e0f681c5443f823dbe752a8af646,301,2591,810,12,0,128902.445,39,183,1053,0,868,369.6908,1623,537,4,1623,0,,130,290934.34,0,14,563,2,1346.0607,5,397092,286,10,757546.94,4399,37,1,0,38
3,account.c7fc8523c49546dead91c1cfca68993f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.12b6fd3a70d740a2a0fa04f37306e2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.4fa9a84a902945ac8cd65820a5fdfaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.1f676b5a07084343bb7aba8331c9bd1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.590cd6d4e89044b2b66764cae84b8ced,4,24,31,0,0,4639.8906,6,8,13,0,47,291.46805,1547,6,4,1547,0,,5,15634.111,7,19,8,0,0,0,7573,6,1,9354.324,61,4,0,0,4
2,account.3bbed1748971487aa7c825374ef1a75d,14,70,29,39,2,4873.144,1,8,44,0,39,319.89304,1531,17,4,1531,0,,13,11310.512,0,6,18,0,0,0,12847,12,0,24313.13,121,39,2,0,2
4,account.9184e314c1914e81b4f6b0372ced3a0a,8,44,26,25,1,3724.1301,1,5,30,0,25,232.68839,1572,16,2,1572,0,,8,33993.625,0,7,17,0,324.05112,0,13553,5,0,15895.347,127,25,1,0,1
3,account.031c588eca9d4b538215317a03dcdb2c,3,38,24,14,0,3615.9646,3,5,60,0,24,290.68307,1452,15,3,1452,0,,3,13658.2,0,7,16,1,126.53332,0,11214,8,1,12765.119,98,24,1,0,1
3,account.05ee1c8daa5740dbae2311c41a3a0b5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.842e8419c0e74360869e010890c4d064,55,402,150,46,2,22446.871,14,41,247,0,147,285.44952,1655,105,3,1655,0,,27,187553.05,10,7,107,5,283.21704,0,91570,44,6,108202.6,917,59,2,0,8
4,account.51598441aa894a91bd10352d7c3177b2,12,96,22,8,1,3305.2063,2,1,66,0,24,323.78375,1599,26,2,1599,0,,18,50714.656,0,5,28,0,8.249591,1,19410,11,0,23756.824,157,24,2,0,2
3,account.98417d91f2924c87952fabd9e8f73fbf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,account.3898f764e7a64ca4b3b4dd10aaa90200,244,1158,716,17,1,107351.41,34,158,626,0,746,382.18222,1554,504,4,1554,0,,157,145854.83,0,17,524,3,725.21136,3,223075,142,2,322842.44,2964,64,5,0,27
3,account.ffec2f1247d043dd82cf602d6205fcba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.5a6eede68f29449a821abdd090cf5739,13,19,23,2,0,3764.626,4,6,12,0,22,127.74423,1526,24,3,1526,0,,6,4311.8486,0,5,25,0,107.22717,1,9325,5,0,13244.348,95,2,0,0,1
2,account.bc72bed5cd334d8aaca970279fe8cf2a,501,3636,1574,14,1,214632.2,46,303,1847,0,1588,405.775,1715,1032,4,1715,0,,414,1375202.2,8,11,1059,12,724.4134,14,668328,332,28,717796.56,6673,14,1,0,43
4,account.515a6c6c197148d2ac75c059455fcecb,259,1479,718,1,0,108388.945,36,150,1258,0,752,401.18054,1642,622,4,1642,0,,230,513934.12,7,10,641,6,1427.1077,6,386588,209,22,520142.44,4185,18,1,0,29
3,account.081de76576184f848edb6b817afbc4d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.43e887ef02da485c83a2761f70805ad8,549,2136,845,18,4,134460.36,45,212,2317,0,939,457.5593,1712,1007,6,1712,0,,593,1009069,7,13,1075,14,1203.2439,8,710480,453,16,936553.75,6090,63,6,0,97
4,account.93b577f57a16416dac1a7cbeb9b4b5c1,94,502,378,2,0,55462.227,26,96,369,0,465,469.3016,1647,175,4,1647,0,,49,359550.97,12,19,186,2,840.353,2,141309,76,6,172968.98,1530,2,0,0,18
3,account.1371ba200c334137a0d1fab3eec937ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.b424dbd93a104ab5a1611aff4b659bc0,1,3,2,1,0,430.44598,1,0,2,0,1,4.764506,589,6,1,589,0,,0,35.886795,0,1,6,0,0,0,1724,0,0,970.6139,14,1,0,0,0
4,account.2b4c488cd79441c4bd2900063aa6d6a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.e239919ae6c14b5b8e1ad89364c6a7d6,168,1146,382,2,0,58719.87,24,70,904,0,335,376.73718,1625,386,4,1625,0,,166,421955.6,0,19,401,4,858.60156,0,270970,164,4,275833.16,2756,65,3,0,24
3,account.8eb4cb02ce104e33ba2b95fe022b97a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.6f0b59eb6a5346feb03597a75e4c808b,124,908,327,18,1,57565.938,24,74,423,0,329,552.8039,1639,282,3,1639,0,,88,234953.25,2,8,288,3,406.1765,3,186459,90,9,176197.05,2019,28,2,0,10
3,account.31992825f241475ab9147e73e763cc7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,account.5957f472590245cda462e38122e95c70,557,3106,1044,4,1,177562.95,55,255,1346,0,1194,505.29813,1724,773,7,1724,0,,278,1230076.9,34,25,881,13,1074.1152,2,734874,524,30,1045662.3,7253,4,1,0,145
2,account.1a634925ecfe41d48af2b483bf0503c0,140,1650,377,45,0,58533.414,21,97,995,0,418,477.03156,1653,322,4,1653,0,,110,544804.5,18,7,335,3,385.8333,1,269394,137,14,245558.75,2846,45,0,0,17
4,account.afb13a64e5d34e0186d17737a1e09e36,2,8,4,2,0,787.0982,2,0,7,0,7,109.55302,1201,3,2,1201,0,,0,3560.1382,0,5,3,0,0,0,1576,1,0,1344.1481,27,7,0,0,0
4,account.8c43391049364e688c45524b0a1cacb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.7b04c2144cc648f8a7b29e0865bd2884,10,76,22,2,0,3728.7493,7,4,71,0,23,249.79752,1578,22,2,1578,0,,10,49144,0,7,24,2,0,0,22022,12,1,22196.703,166,2,0,0,3
2,account.50989931eecc4fae82d2f6eeeed7be0e,671,4509,1945,37,0,291998.8,52,450,3029,0,1774,929.1234,1665,1545,4,1665,0,,487,2061028.1,8,11,1593,39,2960.0393,24,1153725,567,48,1329111,10577,102,5,0,76
4,account.e184092cd13e4bb39bd70117341b983a,4,33,16,19,1,2268.3484,2,6,3,0,21,180.47691,1428,9,2,1428,0,,1,12620.021,2,13,10,0,0,0,6570,4,0,8404.963,55,19,1,0,1
3,account.79dca31a1fb54d48ad8a6f237443da45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.e4682eb43480498b9ea120253c39f0e0,209,708,654,96,1,93968.73,22,114,755,0,631,434.96432,1719,404,4,1719,0,,139,234548.75,10,18,409,2,1138.3876,6,206399,92,11,208208.8,2500,142,1,0,10
2,account.f46754c84aa9445ba9db3c824b14b25d,80,530,217,0,0,32854.2,20,34,307,0,216,296.9466,1528,160,3,1528,0,,62,193473.45,2,10,162,4,953.3071,3,108789,58,6,101797.42,1372,0,0,0,5
4,account.648661150238486698614df97873c806,11,32,17,7,1,3090.5962,2,4,35,0,21,147.57321,1554,16,2,1554,0,,8,21382.508,2,8,17,0,0,0,11635,4,1,11209.934,116,7,1,0,2
4,account.63c975c40eda48a1b56b68426f786f3f,98,675,209,3,0,30710.186,23,45,407,0,200,584.9302,1663,151,3,1663,0,,54,279377.34,0,7,156,2,95.658875,3,126279,71,9,138063.75,1399,3,0,0,5
3,account.0a69f439b3e9421cad19bc0f309d3440,17,67,62,0,0,8235.065,13,10,64,0,60,207.01292,1553,53,4,1553,0,,12,39465.617,0,7,53,0,18.835695,1,25744,7,0,26663.34,285,0,0,0,0
3,account.b50b369e52b4459bb04b9cb7b1854b21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,account.5fa10f9ae11b4bbdab0486cb72f93109,305,2301,855,19,0,137503.48,25,203,1248,0,746,532.0045,1644,536,3,1644,0,,172,538437.4,0,9,556,8,1766.9761,4,399020,233,14,441294.72,3841,165,7,0,32
4,account.b91056687463470695027cba3f24d00b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.174aa526a4444007a2e540b2e9779ff5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.25c9cd4c25b8443283be77ecde8ac6eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.8d190e82c58d444ba8e540d5eff72087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.1afebacbc8124113b410ffb931274e15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.29004fa8a0614fd0ad2e64c388725cea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.0bb6c041ac1e4bfdaba02173522553cc,1,0,0,1,1,48,1,0,0,0,1,33.1351,319,1,1,319,0,,0,0,0,1,1,0,0,0,319,1,0,96.85922,4,1,1,0,1
3,account.7043903162524576bcb6c4f161c2c548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,account.535dd806ffe54098a7b5edcd34f1d879,163,1761,669,22,0,99993.7,30,172,1112,0,619,479.69604,1640,375,4,1640,0,,142,747638.4,7,15,389,8,1766.196,2,310068,160,20,303793.1,3177,101,2,0,17
3,account.bde70c56ca2f45b498396c6a3299e391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.f2a0c76503454c46a96eaf65598f2f13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.ef6f5877d93843698e3018a78673140c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.f8cf3c8594aa47b8845c5e87b16a5030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.ba85588793d643c094a6998fc0a89031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.3680c98e59c741a381da1528d954473d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.a4106e71a40f4d3a870a4ffec7ee4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.8b868a2aa52f4424bf6239178a051f3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.3e969c82ac5649599bf5c136161d0ece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.a65f5914e9c14d7f84a9d1877f977e39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.b645160aff15480a8ec9066e30833597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.c230cf6345ab4cb9ba094d3030103a49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.de42b63d95dc48f1ae047882c0ffd351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.aedf454d677641a19ed7acba4fcfae51,0,8,9,14,0,1458.591,1,2,5,0,14,182.49345,1225,1,4,1225,0,,0,0,0,14,1,0,0,0,1225,1,0,2799.9,4,14,0,0,0
3,account.993efe9fa4b64a618fe9d353af33f82f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.af6b607ff6c647478cdecc7948d55cd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.2b077998a5a645e184d910c5c4e8efd0,1,4,0,0,0,100.59814,1,0,1,0,0,0,839,1,0,839,0,,0,3260.044,0,0,1,0,0,0,839,0,0,1211.2775,11,0,0,0,0
3,account.6f88dfa4b5e34d3aac0559669e3db252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.a352ccfa11444d9ead958a6d3dbb51a1,15,88,133,30,0,18050.24,6,57,123,0,178,320.8149,1512,15,6,1512,0,,10,74572.04,11,29,19,0,0,0,15421,9,1,12446.29,162,30,0,0,5
3,account.21379e45bee34307b3da89151d8bc3e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.44eeece9f86e4867a81a70ae84e4aaaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.29b4bc8717ac41269c97765cb7657057,3,8,14,13,0,1573.6074,2,9,11,0,18,203.03105,1427,2,2,1427,0,,1,4455.466,0,8,3,0,0,0,3596,2,0,6821.9785,35,13,0,0,1
3,account.95c5b794384e4b27a2fcf26b35ea82d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.94ec7f36162a4c82981781bca5b8276a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.231431ff8f9941f2ab4eb3623479bce9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.1ce052f63d7b4b82afd0428fea778e3a,1,6,3,0,0,347.50467,2,1,2,0,2,151.18726,1194,8,1,1194,0,,1,11556.508,0,2,8,1,0,0,5190,3,0,5835.309,64,0,0,0,0
3,account.1f1f567df7734752a9ecb2d4ab84cc6c,0,0,0,0,0,0,1,0,0,0,0,0,747,1,0,747,0,,0,0,0,0,1,0,0,0,747,0,0,0,0,0,0,0,0
3,account.a85d313b205b43ccaeebbdf88640fff8,13,70,216,30,0,26793.1,13,104,87,0,292,479.87714,1425,26,7,1425,0,,3,71411.39,0,30,27,5,2031.9458,0,20678,13,2,24467.94,174,30,0,0,2
3,account.d053ed522f66407587f70e167dddc5c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.0451c9fda2394fc296f71bfcc570075b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.b32ea579a2024ea282e9d8e98a702de5,0,0,0,0,0,0,1,0,0,0,0,0,1171,5,0,1171,0,,0,4181.158,0,0,5,0,0,0,3467,1,0,1812.7177,0,0,0,0,0
3,account.fdb31627ca9240c58d84fe40d81cd095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,account.bcc906b58805441796f9a09c79b97c97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
